row,ruleCode,category,reason,condition1,condition2
1415,SZ医保-1415-47779772b2,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N34.201 绝经后尿道炎,
1416,SZ医保-1416-c01ab8fc99,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N35.000x001 分娩后尿道狭窄,
1417,SZ医保-1417-4942d503bd,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N39.300x002 女性压力性尿失禁,
1418,SZ医保-1418-419589cddc,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N70 输卵管炎和卵巢炎,
1419,SZ医保-1419-934d1381db,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 N71 子宫炎性疾病,除外宫颈",
1420,SZ医保-1420-5f03e1669c,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N72 宫颈炎性疾病,
1421,SZ医保-1421-e6bc381267,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N73 其他女性盆腔炎性疾病,
1422,SZ医保-1422-7623f6f4b0,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N74* 分类于他处的疾病引起的女性盆腔炎性疾患,
1423,SZ医保-1423-1749e66c92,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N75 前庭大腺[巴多林腺]疾病,
1424,SZ医保-1424-678da2875a,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N76 阴道和外阴的其他炎症,
1425,SZ医保-1425-11acb26a71,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N77* 分类于他处的疾病引起的外阴阴道溃疡和炎症,
1426,SZ医保-1426-f7ea01ad95,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N80 子宫内膜异位症,
1427,SZ医保-1427-d3e178a6c8,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N81 女性生殖器脱垂,
1428,SZ医保-1428-33bfd9959c,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N82 累及女性生殖道的瘘,
1429,SZ医保-1429-765181363d,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N83 卵巢、输卵管和阔韧带的非炎性疾患,
1430,SZ医保-1430-2c2de6aa7d,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N84 女性生殖道息肉,
1431,SZ医保-1431-08654b3149,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 N85 子宫其他非炎性疾患,除外宫颈",
1432,SZ医保-1432-8b84d60b83,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N86 宫颈糜烂和外翻,
1433,SZ医保-1433-47e93ac3b4,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N87 宫颈发育不良,
1434,SZ医保-1434-163f4511a9,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N88 宫颈其他非炎性疾患,
1435,SZ医保-1435-3b5223958a,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N89 阴道的其他非炎性疾患,
1436,SZ医保-1436-fca7856ea4,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N90 外阴和会阴的其他非炎性疾患,
1437,SZ医保-1437-1284d5ab48,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N91 无月经、月经过少和月经稀少,
1438,SZ医保-1438-182f7b401e,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N92 月经过多、月经频繁和月经不规则,
1439,SZ医保-1439-c7be7c434e,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N93 其他异常的子宫和阴道出血,
1440,SZ医保-1440-6022c12bff,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N94 与女性生殖器官和月经周期有关的疼痛和其他情况,
1441,SZ医保-1441-759850feb2,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N95 绝经期和其他围绝经期的疾患,
1442,SZ医保-1442-ac76750323,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N96 习惯性流产,
1443,SZ医保-1443-66cbadab67,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N97 女性不孕症,
1444,SZ医保-1444-9acd1190fe,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N98 与人工受精有关的并发症,
1445,SZ医保-1445-39c2b837ca,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N99.2 阴道手术后粘连,
1446,SZ医保-1446-874fe5ba69,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N99.3 子宫切除术后阴道穹隆脱垂,
1447,SZ医保-1447-b92d3240eb,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N99.800x005 阴道成形术后阴道短小,
1448,SZ医保-1448-18d21965e7,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N99.800x010 子宫切口憩室,
1449,SZ医保-1449-7e42d10e61,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 N99.801 残余卵巢综合征,
1450,SZ医保-1450-a4c2069b7e,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 O 妊娠、分娩和产褥期,
1451,SZ医保-1451-1f8f960eca,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 P54.6 新生儿阴道出血,
1452,SZ医保-1452-109596bbec,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 P96.500 子宫内操作的并发症,不可归类在他处者",
1453,SZ医保-1453-e24bc307fa,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q27.300x009 子宫动静脉畸形,
1454,SZ医保-1454-aed9ea78e7,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q27.813 先天性子宫血管畸形,
1455,SZ医保-1455-f09ac2da79,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q27.814 先天性卵巢血管畸形,
1456,SZ医保-1456-6a20f37d01,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q42.200x902 先天性肛门闭锁伴直肠阴道瘘,
1457,SZ医保-1457-23a63dd6bb,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q42.200x904 先天性肛门闭锁伴直肠前庭瘘,
1458,SZ医保-1458-170073f21e,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q50 卵巢、输卵管和阔韧带先天性畸形,
1459,SZ医保-1459-392f047b39,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q51 子宫和宫颈先天性畸形,
1460,SZ医保-1460-e809975297,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 Q52 女性生殖器的其他先天性畸形,
1461,SZ医保-1461-d9202d87a2,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 Q97.100 女性,伴有多于三个X染色体的",
1462,SZ医保-1462-fe1126d71b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,"全部疾病编码 Q97.300 女性,染色体伴有46,XY核型",
1463,SZ医保-1463-30fd86d836,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 R87 女性生殖器官标本的异常所见,
1464,SZ医保-1464-0c8a02202a,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 R93.800x007 卵巢占位性病变,
1465,SZ医保-1465-bf0ff114bf,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 R93.803 子宫内膜增厚,
1466,SZ医保-1466-78313b1425,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S30.200x007 大阴唇挫伤,
1467,SZ医保-1467-4bd32b8acb,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S30.207 阴道挫伤,
1468,SZ医保-1468-36a9845b26,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S31.4 阴道和外阴开放性伤口,
1469,SZ医保-1469-52a8712379,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S31.803 阴道直肠贯通伤,
1470,SZ医保-1470-333f72e31e,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S35.500x005 子宫动脉损伤,
1471,SZ医保-1471-dd7edf1c9f,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S35.500x006 子宫静脉损伤,
1472,SZ医保-1472-31abec706f,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S35.503 创伤性子宫动静脉破裂,
1473,SZ医保-1473-496110c56c,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S35.800x001 卵巢动脉损伤,
1474,SZ医保-1474-7c5ee7c11b,疾病编码性别冲突,当前基础规则模型可保存该规则描述，但尚未实现多条件、排除码、年龄/性别等执行器。,全部疾病编码 S35.800x002 卵巢静脉损伤,
